placement_name,placement_id,type,app_name,app_id,account,aapid
wzxq渠道2列表页6,3051742972243228,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_3051742972243228
wzxq渠道2首页7,5001942932238976,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_5001942932238976
wzxq渠道1列表页6,3061143879090855,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3061143879090855
kh渠道2内容页5,3071440839880932,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_3071440839880932
wzxq渠道1内容页4,2071248960007070,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2071248960007070
kh渠道2列表页1,7001142829987772,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_7001142829987772
kh渠道2首页2,5061149869880516,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_5061149869880516
wzxq渠道1首页7,5081144849397625,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_5081144849397625
kh渠道2内容页24,2051649829998133,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_2051649829998133
wzxq渠道1列表页1,2011845809594890,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2011845809594890
wzxq渠道1首页1,8071942859493549,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_8071942859493549
kh渠道2内容页25,1061743809190135,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_1061743809190135
kh渠道2首页1,2001147879780505,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_2001147879780505
wzxq渠道1内容页1,3061445849796937,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3061445849796937
wzxq渠道1内容页25,1091745990408291,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_1091745990408291
wzxq渠道1首页2,4091844879990650,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_4091844879990650
kh渠道2内容页23,7071342829193152,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_7071342829193152
kh渠道2列表页6,9011447809584787,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_9011447809584787
kh渠道2首页7,2051846889686652,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_2051846889686652
wzxq渠道1内容页23,8091441940502139,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_8091441940502139
wzxq渠道1内容页5,3031344960201041,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3031344960201041
wzxq渠道1内容页24,9071842970601270,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_9071842970601270
wzxq渠道2首页顶部导航条悬浮,9051654198828339,Banner2.0,养生资讯,1111322338,2371684725,2371684725_1111322338_9051654198828339
wzxq渠道1首页顶部导航条悬浮,1081154118325317,Banner2.0,出行旅游,1111244627,2371684725,2371684725_1111244627_1081154118325317
kh渠道2首页顶部导航条悬浮,9041054168823336,Banner2.0,头条，热点,1111244601,2371684725,2371684725_1111244601_9041054168823336
wzxq渠道2内容页22,1031547912843808,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1031547912843808
wzxq渠道2内容页21,2031441992048816,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_2031441992048816
wzxq渠道2内容页20,7051244902844834,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_7051244902844834
wzxq渠道2内容页19,9071248952249853,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9071248952249853
wzxq渠道2内容页18,9071346952141812,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9071346952141812
wzxq渠道2内容页17,3011945922944871,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_3011945922944871
wzxq渠道2内容页16,1081347952440850,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1081347952440850
wzxq渠道2内容页15,7081744932944779,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_7081744932944779
wzxq渠道2内容页14,4081743922347798,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_4081743922347798
wzxq渠道2内容页13,2051544922849707,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_2051544922849707
wzxq渠道2内容页12,9011046962945795,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9011046962945795
wzxq渠道2内容页11,1051845962545774,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1051845962545774
wzxq渠道2内容页10,6071746912942773,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6071746912942773
wzxq渠道2内容页9,5011843922044762,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_5011843922044762
wzxq渠道2内容页8,4031148992941711,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_4031148992941711
wzxq渠道2内容页7,6031146962846780,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6031146962846780
wzxq渠道2内容页6,8001140972549639,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_8001140972549639
wzxq渠道2内容页5,8071646952043678,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_8071646952043678
wzxq渠道2内容页2,9081342952243676,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9081342952243676
wzxq渠道2列表页16,5061547992742692,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_5061547992742692
wzxq渠道2列表页15,1041541912844559,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1041541912844559
wzxq渠道2列表页14,8021749982248535,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_8021749982248535
wzxq渠道2列表页13,2071441912846553,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_2071441912846553
wzxq渠道2列表页12,2041843952045500,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_2041843952045500
wzxq渠道2列表页11,1031741992043485,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1031741992043485
wzxq渠道2列表页10,1061647992543451,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1061647992543451
wzxq渠道2列表页9,7081140912346368,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_7081140912346368
wzxq渠道2列表页8,3071448912140325,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_3071448912140325
wzxq渠道2列表页7,1041246942544333,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1041246942544333
wzxq渠道2列表页5,9081941952849255,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9081941952849255
wzxq渠道2列表页4,8001242972441282,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_8001242972441282
wzxq渠道2列表页3,1091541952846251,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1091541952846251
wzxq渠道2列表页2,6061848912845129,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6061848912845129
wzxq渠道2首页16,5081843962647104,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_5081843962647104
wzxq渠道2首页15,6041141962647112,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6041141962647112
wzxq渠道2首页14,6041948972043099,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6041948972043099
wzxq渠道2首页13,7021546922547098,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_7021546922547098
wzxq渠道2首页12,6031146992049025,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6031146992049025
wzxq渠道2首页11,7011542962448022,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_7011542962448022
wzxq渠道2首页10,9091949992843091,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9091949992843091
wzxq渠道2首页9,3021943912230989,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_3021943912230989
wzxq渠道2首页8,7001747972337917,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_7001747972337917
wzxq渠道2首页6,9081842982533954,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_9081842982533954
wzxq渠道2首页5,5041949962634922,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_5041949962634922
wzxq渠道2首页4,1061242932636706,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_1061242932636706
wzxq渠道2首页3,6021346952938615,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_6021346952938615
wzxq渠道2内容页插屏,5021047912836589,插屏2.0,养生资讯,1111322338,2371684725,2371684725_1111322338_5021047912836589
wzxq渠道2首页插屏,3041641992834442,插屏2.0,养生资讯,1111322338,2371684725,2371684725_1111322338_3041641992834442
kh渠道2内容页5-1,4021946900831489,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_4021946900831489
wzxq渠道1内容页插屏,6041349990907213,插屏2.0,出行旅游,1111244627,2371684725,2371684725_1111244627_6041349990907213
wzxq渠道1首页插屏,5031442930300272,插屏2.0,出行旅游,1111244627,2371684725,2371684725_1111244627_5031442930300272
wzxq渠道1内容页22,2011943900801108,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2011943900801108
wzxq渠道1内容页21,3041848920403157,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3041848920403157
wzxq渠道1内容页20,6041642910106186,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_6041642910106186
wzxq渠道1内容页19,6051240940006105,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_6051240940006105
wzxq渠道1内容页18,4051648910209194,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_4051648910209194
wzxq渠道1内容页17,5051946940307153,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_5051946940307153
wzxq渠道1内容页16,7041048930202172,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_7041048930202172
wzxq渠道1内容页15,9091041990005151,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_9091041990005151
wzxq渠道1内容页14,8041645980501140,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_8041645980501140
wzxq渠道1内容页13,6071445930203099,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_6071445930203099
wzxq渠道1内容页12,7081947970805038,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_7081947970805038
wzxq渠道1内容页11,2041949900005037,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2041949900005037
wzxq渠道1内容页10,5061241950303076,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_5061241950303076
wzxq渠道1内容页9,6091047900605075,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_6091047900605075
wzxq渠道1内容页8,3081444930409034,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3081444930409034
wzxq渠道1内容页7,2081643950407033,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2081643950407033
wzxq渠道1内容页6,2011543960907092,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2011543960907092
