placement_name,placement_id,type,app_name,app_id,account,aapid
wzxq渠道2列表页6,3051742972243228,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_3051742972243228
wzxq渠道2首页7,5001942932238976,原生,养生资讯,1111322338,2371684725,2371684725_1111322338_5001942932238976
wzxq渠道1列表页6,3061143879090855,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3061143879090855
kh渠道2内容页5,3071440839880932,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_3071440839880932
wzxq渠道1内容页4,2071248960007070,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2071248960007070
kh渠道2列表页1,7001142829987772,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_7001142829987772
kh渠道2首页2,5061149869880516,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_5061149869880516
wzxq渠道1首页7,5081144849397625,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_5081144849397625
kh渠道2内容页24,2051649829998133,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_2051649829998133
wzxq渠道1列表页1,2011845809594890,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_2011845809594890
wzxq渠道1首页1,8071942859493549,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_8071942859493549
kh渠道2内容页25,1061743809190135,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_1061743809190135
kh渠道2首页1,2001147879780505,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_2001147879780505
wzxq渠道1内容页1,3061445849796937,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_3061445849796937
wzxq渠道1内容页25,1091745990408291,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_1091745990408291
wzxq渠道1首页2,4091844879990650,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_4091844879990650
kh渠道2内容页23,7071342829193152,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_7071342829193152
kh渠道2列表页6,9011447809584787,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_9011447809584787
kh渠道2首页7,2051846889686652,原生,头条，热点,1111244601,2371684725,2371684725_1111244601_2051846889686652
wzxq渠道1内容页23,8091441940502139,原生,出行旅游,1111244627,2371684725,2371684725_1111244627_8091441940502139
