placement_name,placement_id,type,app_name,app_id,account,aapid
hzsTBS渠道2列表页6,9021241993989485,原生,西陆,1110594463,360530020,360530020_1110594463_9021241993989485
wyTBS渠道3列表页6,7021942984632216,原生,尚陆头条,1110596661,360530020,360530020_1110596661_7021942984632216
hzsTBS渠道1列表页6,6051440961803225,原生,西陆,1110594463,360530020,360530020_1110594463_6051440961803225
hzsTBS渠道2首页7,9051045961150410,原生,西陆,1110594463,360530020,360530020_1110594463_9051045961150410
xxl渠道6内容页2,9011016967605482,原生,西陆,1110594463,360530020,360530020_1110594463_9011016967605482
hzsTBS渠道1首页7,5051443960790633,原生,西陆,1110594463,360530020,360530020_1110594463_5051443960790633
xxl渠道6内容页1,6051614927108491,原生,西陆,1110594463,360530020,360530020_1110594463_6051614927108491
众翼信息流渠道2首页插屏,3051525565521346,插屏2.0,西陆军情,1110685462,360530020,360530020_1110685462_3051525565521346
zyxxl渠道2内容页插屏,8011954697474301,插屏2.0,西陆军情,1110685462,360530020,360530020_1110685462_8011954697474301
zyxxl渠道2首页插屏,5031552627070269,插屏2.0,西陆军情,1110685462,360530020,360530020_1110685462_5031552627070269
zyxxl渠道2内容页25,7091950627975248,原生,西陆军情,1110685462,360530020,360530020_1110685462_7091950627975248
zyxxl渠道2内容页24,1021452637673247,原生,西陆军情,1110685462,360530020,360530020_1110685462_1021452637673247
zyxxl渠道2内容页23,8031157697970255,原生,西陆军情,1110685462,360530020,360530020_1110685462_8031157697970255
zyxxl渠道2内容页22,1061552617176234,原生,西陆军情,1110685462,360530020,360530020_1110685462_1061552617176234
zyxxl渠道2内容页21,1041857687276293,原生,西陆军情,1110685462,360530020,360530020_1110685462_1041857687276293
zyxxl渠道2内容页20,1071654607778252,原生,西陆军情,1110685462,360530020,360530020_1110685462_1071654607778252
zyxxl渠道2内容页19,6061253607579281,原生,西陆军情,1110685462,360530020,360530020_1110685462_6061253607579281
zyxxl渠道2内容页18,6041357667075178,原生,西陆军情,1110685462,360530020,360530020_1110685462_6041357667075178
zyxxl渠道2内容页17,5021650687077166,原生,西陆军情,1110685462,360530020,360530020_1110685462_5021650687077166
zyxxl渠道2内容页16,5031350657379124,原生,西陆军情,1110685462,360530020,360530020_1110685462_5031350657379124
zyxxl渠道2内容页15,2011059677173143,原生,西陆军情,1110685462,360530020,360530020_1110685462_2011059677173143
zyxxl渠道2内容页14,6051458617175171,原生,西陆军情,1110685462,360530020,360530020_1110685462_6051458617175171
zyxxl渠道2内容页13,5031757647479130,原生,西陆军情,1110685462,360530020,360530020_1110685462_5031757647479130
zyxxl渠道2内容页12,4021754607672007,原生,西陆军情,1110685462,360530020,360530020_1110685462_4021754607672007
zyxxl渠道2内容页11,1031752677274076,原生,西陆军情,1110685462,360530020,360530020_1110685462_1031752677274076
zyxxl渠道2内容页10,7041650607975024,原生,西陆军情,1110685462,360530020,360530020_1110685462_7041650607975024
zyxxl渠道2内容页9,4051954657376073,原生,西陆军情,1110685462,360530020,360530020_1110685462_4051954657376073
zyxxl渠道2内容页8,6081453617177012,原生,西陆军情,1110685462,360530020,360530020_1110685462_6081453617177012
zyxxl渠道2内容页7,5031859677077041,原生,西陆军情,1110685462,360530020,360530020_1110685462_5031859677077041
zyxxl渠道2内容页6,7051551607776020,原生,西陆军情,1110685462,360530020,360530020_1110685462_7051551607776020
zyxxl渠道2内容页5,2041359627662989,原生,西陆军情,1110685462,360530020,360530020_1110685462_2041359627662989
zyxxl渠道2内容页4,4071855637360917,原生,西陆军情,1110685462,360530020,360530020_1110685462_4071855637360917
zyxxl渠道2内容页3,1011452697866976,原生,西陆军情,1110685462,360530020,360530020_1110685462_1011452697866976
zyxxl渠道2内容页2,1041458637464944,原生,西陆军情,1110685462,360530020,360530020_1110685462_1041458637464944
zyxxl渠道2内容页1,9071653607563993,原生,西陆军情,1110685462,360530020,360530020_1110685462_9071653607563993
zyxxl渠道2列表页16,7091157697560912,原生,西陆军情,1110685462,360530020,360530020_1110685462_7091157697560912
zyxxl渠道2列表页15,8071059647266971,原生,西陆军情,1110685462,360530020,360530020_1110685462_8071059647266971
zyxxl渠道2列表页14,5031951607665940,原生,西陆军情,1110685462,360530020,360530020_1110685462_5031951607665940
zyxxl渠道2列表页13,9021657687464899,原生,西陆军情,1110685462,360530020,360530020_1110685462_9021657687464899
zyxxl渠道2列表页12,4001550607668858,原生,西陆军情,1110685462,360530020,360530020_1110685462_4001550607668858
zyxxl渠道2列表页11,7011252617663846,原生,西陆军情,1110685462,360530020,360530020_1110685462_7011252617663846
zyxxl渠道2列表页10,4001050697662815,原生,西陆军情,1110685462,360530020,360530020_1110685462_4001050697662815
zyxxl渠道2列表页9,2091158617962884,原生,西陆军情,1110685462,360530020,360530020_1110685462_2091158617962884
zyxxl渠道2列表页8,2061855627764823,原生,西陆军情,1110685462,360530020,360530020_1110685462_2061855627764823
zyxxl渠道2列表页7,5001257677461892,原生,西陆军情,1110685462,360530020,360530020_1110685462_5001257677461892
zyxxl渠道2列表页6,1031253667967881,原生,西陆军情,1110685462,360530020,360530020_1110685462_1031253667967881
zyxxl渠道2列表页5,5031657627469738,原生,西陆军情,1110685462,360530020,360530020_1110685462_5031657627469738
zyxxl渠道2列表页4,8061551657269707,原生,西陆军情,1110685462,360530020,360530020_1110685462_8061551657269707
zyxxl渠道2列表页3,3021258607768715,原生,西陆军情,1110685462,360530020,360530020_1110685462_3021258607768715
zyxxl渠道2列表页2,7061151697664794,原生,西陆军情,1110685462,360530020,360530020_1110685462_7061151697664794
zyxxl渠道2列表页1,4071358687361743,原生,西陆军情,1110685462,360530020,360530020_1110685462_4071358687361743
zyxxl渠道2首页16,2041554647963751,原生,西陆军情,1110685462,360530020,360530020_1110685462_2041554647963751
zyxxl渠道2首页15,5041851637068750,原生,西陆军情,1110685462,360530020,360530020_1110685462_5041851637068750
zyxxl渠道2首页14,5091255677461619,原生,西陆军情,1110685462,360530020,360530020_1110685462_5091255677461619
zyxxl渠道2首页13,2081452667566627,原生,西陆军情,1110685462,360530020,360530020_1110685462_2081452667566627
zyxxl渠道2首页12,8051855637069655,原生,西陆军情,1110685462,360530020,360530020_1110685462_8051855637069655
zyxxl渠道2首页11,3001152687364624,原生,西陆军情,1110685462,360530020,360530020_1110685462_3001152687364624
zyxxl渠道2首页10,9091756607463673,原生,西陆军情,1110685462,360530020,360530020_1110685462_9091756607463673
zyxxl渠道2首页9,2051658697562642,原生,西陆军情,1110685462,360530020,360530020_1110685462_2051658697562642
zyxxl渠道2首页8,9041557627060661,原生,西陆军情,1110685462,360530020,360530020_1110685462_9041557627060661
zyxxl渠道2首页7,9031756607666559,原生,西陆军情,1110685462,360530020,360530020_1110685462_9031756607666559
zyxxl渠道2首页6,1081056657964568,原生,西陆军情,1110685462,360530020,360530020_1110685462_1081056657964568
zyxxl渠道2首页5,4021652657360507,原生,西陆军情,1110685462,360530020,360530020_1110685462_4021652657360507
zyxxl渠道2首页4,5011159657864535,原生,西陆军情,1110685462,360530020,360530020_1110685462_5011159657864535
zyxxl渠道2首页3,9051756637667524,原生,西陆军情,1110685462,360530020,360530020_1110685462_9051756637667524
zyxxl渠道2首页2,9011557687661573,原生,西陆军情,1110685462,360530020,360530020_1110685462_9011557687661573
zyxxl渠道2首页1,7051855677869552,原生,西陆军情,1110685462,360530020,360530020_1110685462_7051855677869552
xxl渠道10内容页3,1051214947307918,原生,西陆,1110594463,360530020,360530020_1110594463_1051214947307918
xxl渠道10首页6,6031911937004773,原生,西陆,1110594463,360530020,360530020_1110594463_6031911937004773
xxl渠道10内容页6,6031910937715021,原生,西陆,1110594463,360530020,360530020_1110594463_6031910937715021
xxl渠道10首页7,7041815977801754,原生,西陆,1110594463,360530020,360530020_1110594463_7041815977801754
xxl渠道10内容页12,3061216937612027,原生,西陆,1110594463,360530020,360530020_1110594463_3061216937612027
xxl渠道10内容页16,1041315977812191,原生,西陆,1110594463,360530020,360530020_1110594463_1041315977812191
xxl渠道10内容页14,2001718907813019,原生,西陆,1110594463,360530020,360530020_1110594463_2001718907813019
xxl渠道6内容页9,5041612937109409,原生,西陆,1110594463,360530020,360530020_1110594463_5041612937109409
xxl渠道6首页4,5041514987101146,原生,西陆,1110594463,360530020,360530020_1110594463_5041514987101146
xxl渠道10首页9,8001415907306776,原生,西陆,1110594463,360530020,360530020_1110594463_8001415907306776
xxl渠道10内容页9,5051617907816064,原生,西陆,1110594463,360530020,360530020_1110594463_5051617907816064
xxl渠道10内容页10,7091415917811025,原生,西陆,1110594463,360530020,360530020_1110594463_7091415917811025
